price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,location,property_age_years,year_built,property_type,sale_date,local_market_index,comparable_sale_price,price_per_sqft,age_band,latitude,longitude,demand_index,growth_rate_zone,distance_to_school_km,distance_to_hospital_km,distance_to_supermarket_km,distance_to_transit_km,distance_to_park_km,location_convenience_score,nearest_school,nearest_hospital,nearest_supermarket,nearest_transit_station,nearest_park
9681000,6000,4,3,2,yes,yes,yes,yes,no,2,no,semi-furnished,Mumbai,4,2022,Independent House,28-11-2025,185.3,9619167,1613.5,0-5yrs,19.06399,72.91753,63.2,Stable,0.44,1.7,1.65,2.2,1.46,56.2,St. Xaviers High School,Hinduja Hospital,DMart,Ghatkopar Metro Station,Joggers Park
9310000,6550,4,2,2,yes,no,no,no,yes,1,yes,semi-furnished,Mumbai,3,2023,Independent House,23-09-2025,180.8,9650083,1421.37,0-5yrs,19.11137,72.74176,93,Stable,0.81,3.55,0.9,1.53,1.72,50,Bombay Scottish School,Lilavati Hospital,Nature Basket,Andheri Metro Station,Hanging Gardens
9240000,3500,4,2,2,yes,no,no,yes,no,2,no,furnished,Mumbai,27,1999,Independent House,07-02-2026,181.7,9655917,2640,16-30yrs,19.05771,72.79916,54.1,Stable,1.12,2.81,1.66,2.09,1.44,46.4,Podar International School,Kokilaben Dhirubhai Ambani Hospital,Big Bazaar,Churchgate Railway Station,Sanjay Gandhi National Park
9240000,7800,3,2,2,yes,no,no,no,no,0,yes,semi-furnished,Delhi NCR,30,1996,Independent House,29-08-2025,172.8,7627177,1184.62,16-30yrs,28.68711,77.12294,96.6,Stable,1.68,1.13,0.69,2.01,1.27,60.1,Amity International School,Max Super Speciality Hospital,DMart,Noida Sector 18 Metro,Deer Park
9100000,6000,4,1,2,yes,no,yes,no,no,2,no,semi-furnished,Mumbai,35,1991,Independent House,10-12-2024,186.7,9667583,1516.67,31-45yrs,18.97427,72.95262,83.1,Stable,0.91,2.03,0.58,1.32,1.54,62.5,Bombay Scottish School,Lilavati Hospital,Nature Basket,Andheri Metro Station,Hanging Gardens
9100000,6600,4,2,2,yes,yes,yes,no,yes,1,yes,unfurnished,Delhi NCR,37,1989,Independent House,05-11-2025,170.3,7687050,1378.79,31-45yrs,28.74292,77.05588,89.9,Stable,2.39,3.38,0.71,2.04,1.46,41.3,Modern School,Fortis Escorts,Spencers Retail,Hauz Khas Metro Station,Nehru Park
8960000,8500,3,2,4,yes,no,no,no,yes,2,no,furnished,Delhi NCR,8,2018,Villa,25-12-2025,169.2,7636210,1054.12,6-15yrs,28.71277,77.08963,72.8,Stable,1.73,2.87,0.84,1.1,2.72,45.6,Amity International School,Max Super Speciality Hospital,DMart,Noida Sector 18 Metro,Deer Park
8890000,4600,3,2,2,yes,yes,no,no,yes,2,no,furnished,Delhi NCR,5,2021,Independent House,13-02-2026,170.6,7638468,1932.61,0-5yrs,28.72331,77.00357,85,Stable,0.91,1.91,0.66,0.56,0.96,70.6,DPS R.K. Puram,AIIMS Delhi,Reliance Fresh,Rajiv Chowk Metro Station,Lodhi Garden
8855000,6420,3,2,2,yes,no,no,no,yes,1,yes,semi-furnished,Mumbai,27,1999,Independent House,04-12-2025,187.6,8132727,1379.28,16-30yrs,18.96914,73.05346,95.8,Stable,0.76,0.67,0.48,1.03,1.59,73.4,Podar International School,Kokilaben Dhirubhai Ambani Hospital,Big Bazaar,Churchgate Railway Station,Sanjay Gandhi National Park
8750000,4320,3,1,2,yes,no,yes,yes,no,2,no,semi-furnished,Delhi NCR,19,2007,Independent House,20-03-2026,174.4,7642984,2025.46,16-30yrs,28.81965,77.13576,84.8,Stable,1.59,0.4,1.47,0.92,0.56,71,Amity International School,Max Super Speciality Hospital,DMart,Noida Sector 18 Metro,Deer Park
8680000,7155,3,2,1,yes,yes,yes,no,yes,2,no,unfurnished,Mumbai,14,2012,Independent House,05-03-2026,189.6,8148636,1213.14,6-15yrs,19.0868,72.94032,88.6,Stable,0.1,1.64,0.65,1.39,2.41,63.6,Bombay Scottish School,Lilavati Hospital,Nature Basket,Andheri Metro Station,Hanging Gardens
8645000,8050,3,1,1,yes,yes,yes,no,yes,1,no,furnished,Delhi NCR,11,2015,Independent House,30-12-2025,171.1,7646371,1073.91,6-15yrs,28.677,77.14856,77.7,Stable,0.1,2.01,0.39,2.38,2.25,58.1,Modern School,Fortis Escorts,Spencers Retail,Hauz Khas Metro Station,Nehru Park
8645000,4560,3,2,2,yes,yes,yes,no,yes,1,no,furnished,Delhi NCR,20,2006,Independent House,20-06-2026,169.5,7646371,1895.83,16-30yrs,28.84614,77.16783,77.8,Stable,0.84,0.5,0.52,1.46,2.46,66,Amity International School,Max Super Speciality Hospital,DMart,Noida Sector 18 Metro,Deer Park
8575000,8800,3,2,2,yes,no,no,no,yes,2,no,furnished,Delhi NCR,18,2008,Independent House,03-05-2026,170.4,7648629,974.43,16-30yrs,28.70092,77.14507,75.4,Stable,2.01,0.8,1.26,1.91,1.78,54.4,DPS R.K. Puram,AIIMS Delhi,Reliance Fresh,Rajiv Chowk Metro Station,Lodhi Garden
8540000,6540,4,2,2,yes,yes,yes,no,yes,2,yes,furnished,Delhi NCR,29,1997,Independent House,24-12-2025,171.6,7743050,1305.81,16-30yrs,28.60255,77.07904,81.4,Stable,1.59,2.02,0.1,2.53,1.52,54.4,Modern School,Fortis Escorts,Spencers Retail,Hauz Khas Metro Station,Nehru Park
8463000,6000,3,2,4,yes,yes,yes,no,yes,0,yes,semi-furnished,Delhi NCR,23,2003,Independent House,16-02-2026,171.6,7652242,1410.5,16-30yrs,28.67573,77.15458,95.8,Stable,1.32,0.1,1.08,2.07,0.54,70,Amity International School,Max Super Speciality Hospital,DMart,Noida Sector 18 Metro,Deer Park
8400000,8875,3,1,1,yes,no,no,no,no,1,no,semi-furnished,Delhi NCR,23,2003,Independent House,28-03-2026,173.9,7654274,946.48,16-30yrs,28.54392,77.10804,82,Stable,1.3,0.38,1.31,1.22,1.86,64.3,DPS R.K. Puram,AIIMS Delhi,Reliance Fresh,Rajiv Chowk Metro Station,Lodhi Garden
8400000,7950,5,2,2,yes,no,yes,yes,no,2,no,unfurnished,Mumbai,9,2017,Independent House,14-08-2025,191.3,9135000,1056.6,6-15yrs,19.14946,72.96846,83.8,Stable,0.1,1.98,1.56,0.72,2.64,58.8,Podar International School,Kokilaben Dhirubhai Ambani Hospital,Big Bazaar,Churchgate Railway Station,Sanjay Gandhi National Park
8400000,5500,4,2,2,yes,no,yes,no,yes,1,yes,semi-furnished,Mumbai,9,2017,Independent House,15-09-2025,184.4,9725917,1527.27,6-15yrs,19.04685,72.82621,100,Stable,1.06,2.25,0.65,2.19,0.1,63.3,St. Xaviers High School,Hinduja Hospital,DMart,Ghatkopar Metro Station,Joggers Park
8400000,7475,3,2,4,yes,no,no,no,yes,2,no,unfurnished,Delhi NCR,1,2025,Villa,23-05-2026,176.5,7654274,1123.75,0-5yrs,28.65212,77.06461,84.8,Stable,0.16,2.31,0.55,0.46,2.92,62.4,DPS R.K. Puram,AIIMS Delhi,Reliance Fresh,Rajiv Chowk Metro Station,Lodhi Garden
8400000,7000,3,1,4,yes,no,no,no,yes,2,no,semi-furnished,Delhi NCR,1,2025,Villa,26-01-2025,173.5,7654274,1200,0-5yrs,28.77917,77.14878,65.8,Stable,2.31,3.39,1.17,0.1,1.08,52.7,Modern School,Fortis Escorts,Spencers Retail,Hauz Khas Metro Station,Nehru Park
8295000,4880,4,2,2,yes,no,no,no,yes,1,yes,furnished,Mumbai,26,2000,Independent House,17-01-2026,184.7,9734667,1699.8,16-30yrs,18.96042,72.96728,95.5,Stable,1.3,3.22,0.93,0.1,1.79,56.8,St. Xaviers High School,Hinduja Hospital,DMart,Ghatkopar Metro Station,Joggers Park
8190000,5960,3,3,2,yes,yes,yes,no,no,1,no,unfurnished,Mumbai,32,1994,Independent House,03-08-2025,189.5,8193182,1374.16,31-45yrs,19.11348,72.88786,80.6,Stable,1.4,2.96,1.62,1.94,0.98,47.7,Bombay Scottish School,Lilavati Hospital,Nature Basket,Andheri Metro Station,Hanging Gardens
8120000,6840,5,1,2,yes,yes,yes,no,yes,1,no,furnished,Mumbai,17,2009,Independent House,07-12-2025,190.1,9275000,1187.13,16-30yrs,18.93149,72.82782,77.2,Stable,1.81,1.86,1.03,0.23,1.54,62,Podar International School,Kokilaben Dhirubhai Ambani Hospital,Big Bazaar,Churchgate Railway Station,Sanjay Gandhi National Park
8080940,7000,3,2,4,yes,no,no,no,yes,2,no,furnished,Bengaluru,32,1994,Villa,07-07-2024,148.6,6532680,1154.42,31-45yrs,12.92525,77.58627,66.1,Moderate Growth,1.89,4.61,0.85,1.12,2.52,35.4,Bishop Cotton School,Apollo Hospital,Namdhari Fresh,Majestic Bus Station,JP Park
8043000,7482,3,2,3,yes,no,no,yes,no,1,yes,furnished,Bengaluru,1,2025,Villa,24-07-2025,155.2,6534198,1074.98,0-5yrs,12.8873,77.55972,75.1,Moderate Growth,1.71,3.88,0.34,1.14,1.54,49.4,National Public School,Manipal Hospital,More Supermarket,MG Road Metro Station,Cubbon Park
7980000,9000,4,2,4,yes,no,no,no,yes,2,no,furnished,Bengaluru,8,2018,Villa,04-09-2025,153.2,6352500,886.67,6-15yrs,13.07394,77.72738,62.4,Moderate Growth,1.96,3.4,0.99,2.3,3.47,28.7,Vidyashilp Academy,Fortis Hospital Bannerghatta,Nilgiris,Indiranagar Metro Station,Lalbagh Botanical Garden
7962500,6000,3,1,4,yes,yes,no,no,yes,2,no,unfurnished,Delhi NCR,36,1990,Independent House,26-06-2025,177.1,7668387,1327.08,31-45yrs,28.82773,77.16541,79.8,Stable,1.04,1.29,1.02,0.29,1.67,68.8,Amity International School,Max Super Speciality Hospital,DMart,Noida Sector 18 Metro,Deer Park
7910000,6000,4,2,4,yes,no,no,no,yes,1,no,semi-furnished,Bengaluru,2,2024,Independent House,30-05-2026,148.7,6359500,1318.33,0-5yrs,12.94854,77.68311,66.4,Moderate Growth,0.54,2.73,1.72,1.34,2.37,48.9,National Public School,Manipal Hospital,More Supermarket,MG Road Metro Station,Cubbon Park
7875000,6550,3,1,2,yes,no,yes,no,yes,0,yes,furnished,Delhi NCR,14,2012,Independent House,11-05-2026,168.9,7671210,1202.29,6-15yrs,28.76295,77.12361,91.3,Stable,1.59,0.1,0.95,1.27,1.05,70.8,Modern School,Fortis Escorts,Spencers Retail,Hauz Khas Metro Station,Nehru Park
7840000,6360,3,2,4,yes,no,no,no,yes,0,yes,furnished,Delhi NCR,21,2005,Villa,29-08-2025,163.9,7672339,1232.7,16-30yrs,28.6915,77.06364,100,Stable,2.17,1.51,1.4,1.8,1.06,53.3,Amity International School,Max Super Speciality Hospital,DMart,Noida Sector 18 Metro,Deer Park
7700000,6480,3,2,4,yes,no,no,no,yes,2,no,unfurnished,Bengaluru,1,2025,Villa,18-01-2026,151.7,6547918,1188.27,0-5yrs,13.01136,77.67673,61.1,Moderate Growth,2.53,0.1,1.81,1.17,1.5,58.2,National Public School,Manipal Hospital,More Supermarket,MG Road Metro Station,Cubbon Park
7700000,6000,4,2,4,yes,no,no,no,no,2,no,semi-furnished,Delhi NCR,12,2014,Independent House,21-07-2025,171.1,7827050,1283.33,6-15yrs,28.6514,77.21828,76.9,Stable,1.35,1.72,0.62,1.4,2.09,57.8,Modern School,Fortis Escorts,Spencers Retail,Hauz Khas Metro Station,Nehru Park
7560000,6000,4,2,4,yes,no,no,no,yes,1,no,furnished,Bengaluru,18,2008,Independent House,10-06-2026,148.3,6394500,1260,16-30yrs,12.85202,77.63534,53.8,Moderate Growth,2.3,3.7,0.5,1.2,3.54,33.9,Bishop Cotton School,Apollo Hospital,Namdhari Fresh,Majestic Bus Station,JP Park
7560000,6000,3,2,3,yes,no,no,no,yes,0,no,semi-furnished,Bengaluru,13,2013,Independent House,27-12-2025,149.8,6553518,1260,6-15yrs,12.84538,77.5929,68,Moderate Growth,1.25,2.3,0.73,2.07,1.81,52,National Public School,Manipal Hospital,More Supermarket,MG Road Metro Station,Cubbon Park
7525000,6000,3,2,4,yes,no,no,no,yes,1,no,furnished,Mumbai,29,1997,Independent House,10-03-2026,181.1,8253636,1254.17,16-30yrs,19.10282,72.95337,89.1,Stable,1.64,3.44,0.81,1.68,0.57,52.1,Podar International School,Kokilaben Dhirubhai Ambani Hospital,Big Bazaar,Churchgate Railway Station,Sanjay Gandhi National Park
7490000,6600,3,1,4,yes,no,no,no,yes,3,yes,furnished,Bengaluru,14,2012,Villa,05-02-2026,153.6,6556318,1134.85,6-15yrs,13.12893,77.56862,90.8,Moderate Growth,0.95,1.93,0.54,0.86,1.06,68.6,Bishop Cotton School,Apollo Hospital,Namdhari Fresh,Majestic Bus Station,JP Park
7455000,4300,3,2,2,yes,no,yes,no,no,1,no,unfurnished,Mumbai,29,1997,Independent House,18-11-2025,183.5,8260000,1733.72,16-30yrs,19.09486,72.93122,76,Stable,1.63,2.26,1.36,1.59,0.56,56.5,Bombay Scottish School,Lilavati Hospital,Nature Basket,Andheri Metro Station,Hanging Gardens
7420000,7440,3,2,1,yes,yes,yes,no,yes,0,yes,semi-furnished,Bengaluru,11,2015,Independent House,14-01-2026,159.3,6559118,997.31,6-15yrs,12.93488,77.54479,81.7,Moderate Growth,2.92,1.78,1.3,0.22,2,51.7,Vidyashilp Academy,Fortis Hospital Bannerghatta,Nilgiris,Indiranagar Metro Station,Lalbagh Botanical Garden
7420000,7440,3,2,4,yes,no,no,no,no,1,yes,unfurnished,Bengaluru,28,1998,Villa,25-12-2025,149.5,6559118,997.31,16-30yrs,13.10544,77.52667,89.1,Moderate Growth,1.91,2.45,1.47,1.15,1.55,49.9,Bishop Cotton School,Apollo Hospital,Namdhari Fresh,Majestic Bus Station,JP Park
7420000,6325,3,1,4,yes,no,no,no,yes,1,no,unfurnished,Mumbai,2,2024,Villa,22-01-2026,182.7,8263182,1173.12,0-5yrs,19.09261,72.91735,79.9,Stable,2.58,2.07,1.12,0.61,0.78,57.9,Bombay Scottish School,Lilavati Hospital,Nature Basket,Andheri Metro Station,Hanging Gardens
7350000,6000,4,2,4,yes,yes,no,no,yes,1,no,furnished,Mumbai,22,2004,Independent House,26-02-2026,183.8,9813417,1225,16-30yrs,19.0831,72.90136,88.9,Stable,0.85,3.07,0.72,0.86,1.26,60.3,Podar International School,Kokilaben Dhirubhai Ambani Hospital,Big Bazaar,Churchgate Railway Station,Sanjay Gandhi National Park
7350000,5150,3,2,4,yes,no,no,no,yes,2,no,semi-furnished,Bengaluru,2,2024,Independent House,03-07-2025,145.8,6561918,1427.18,0-5yrs,12.98928,77.7279,54.4,Moderate Growth,1.15,4.38,1.41,2.2,2.84,29.6,Bishop Cotton School,Apollo Hospital,Namdhari Fresh,Majestic Bus Station,JP Park
7350000,6000,3,2,2,yes,yes,no,no,yes,1,no,semi-furnished,Delhi NCR,9,2017,Independent House,04-07-2026,171.4,7688145,1225,6-15yrs,28.69483,77.08289,86.1,Stable,1.38,2.36,0.51,2.49,1.92,49.1,DPS R.K. Puram,AIIMS Delhi,Reliance Fresh,Rajiv Chowk Metro Station,Lodhi Garden
7350000,6000,3,1,2,yes,no,no,no,yes,1,no,unfurnished,Mumbai,13,2013,Independent House,21-11-2025,183.7,8269545,1225,6-15yrs,19.05434,72.87934,89.4,Stable,1.76,0.93,0.98,1.24,1.1,64.7,Podar International School,Kokilaben Dhirubhai Ambani Hospital,Big Bazaar,Churchgate Railway Station,Sanjay Gandhi National Park
7343000,11440,4,1,2,yes,no,yes,no,no,1,yes,semi-furnished,Delhi NCR,26,2000,Independent House,11-12-2025,173.4,7862750,641.87,16-30yrs,28.60365,77.0227,94.7,Stable,1.18,2.37,0.54,0.99,2,58.4,Amity International School,Max Super Speciality Hospital,DMart,Noida Sector 18 Metro,Deer Park
7245000,9000,4,2,4,yes,yes,no,no,yes,1,yes,furnished,Delhi NCR,18,2008,Villa,27-08-2025,169.2,7872550,805,16-30yrs,28.73921,76.97165,82.5,Stable,2.18,3.37,1.52,0.96,1.92,41.5,DPS R.K. Puram,AIIMS Delhi,Reliance Fresh,Rajiv Chowk Metro Station,Lodhi Garden
7210000,7680,4,2,4,yes,yes,no,no,yes,1,no,semi-furnished,Delhi NCR,18,2008,Villa,21-11-2025,174.2,7876050,938.8,16-30yrs,28.69747,76.97784,75.1,Stable,1.11,2.84,0.1,1.75,1.24,58.6,Modern School,Fortis Escorts,Spencers Retail,Hauz Khas Metro Station,Nehru Park
7210000,6000,3,2,4,yes,yes,no,no,yes,1,no,furnished,Mumbai,31,1995,Independent House,25-04-2025,187.3,8282273,1201.67,31-45yrs,19.15952,72.91012,84.2,Stable,2.4,2.32,1.36,1.05,1.73,47.9,St. Xaviers High School,Hinduja Hospital,DMart,Ghatkopar Metro Station,Joggers Park
7140000,6000,3,2,2,yes,yes,no,no,no,1,no,semi-furnished,Delhi NCR,36,1990,Independent House,07-07-2024,170.1,7694919,1190,31-45yrs,28.67828,77.02014,76.5,Stable,2.25,3.11,1.45,1.89,3.22,29.9,DPS R.K. Puram,AIIMS Delhi,Reliance Fresh,Rajiv Chowk Metro Station,Lodhi Garden
7070000,8880,2,1,1,yes,no,no,no,yes,1,no,semi-furnished,Mumbai,30,1996,Independent House,25-03-2026,189.7,7070000,796.17,16-30yrs,18.94255,72.95658,83.4,Stable,0.64,3.32,0.94,2.15,0.74,54.2,Podar International School,Kokilaben Dhirubhai Ambani Hospital,Big Bazaar,Churchgate Railway Station,Sanjay Gandhi National Park
7070000,6240,4,2,2,yes,no,no,no,yes,1,no,furnished,Delhi NCR,22,2004,Independent House,04-05-2026,172.9,7890050,1133.01,16-30yrs,28.69713,77.20206,74,Stable,1.99,0.1,1.2,1.68,2.56,55.7,Amity International School,Max Super Speciality Hospital,DMart,Noida Sector 18 Metro,Deer Park
7035000,6360,4,2,3,yes,no,no,no,yes,2,yes,furnished,Bengaluru,29,1997,Villa,20-02-2026,158.8,6447000,1106.13,16-30yrs,13.09057,77.57462,85.2,Moderate Growth,1.26,3.46,1.04,0.91,1.47,52.1,National Public School,Manipal Hospital,More Supermarket,MG Road Metro Station,Cubbon Park
7000000,11175,3,1,1,yes,no,yes,no,yes,1,yes,furnished,Bengaluru,15,2011,Independent House,14-04-2026,148.8,6575918,626.4,6-15yrs,12.94476,77.71069,89.8,Moderate Growth,2.07,2.66,1.5,1.58,1.99,42.4,Vidyashilp Academy,Fortis Hospital Bannerghatta,Nilgiris,Indiranagar Metro Station,Lalbagh Botanical Garden
6930000,8880,3,2,2,yes,no,yes,no,yes,1,no,furnished,Mumbai,2,2024,Independent House,11-11-2025,185.2,8307727,780.41,0-5yrs,19.01371,72.8936,65.9,Stable,1.19,2.85,1.98,0.83,2.16,47,St. Xaviers High School,Hinduja Hospital,DMart,Ghatkopar Metro Station,Joggers Park
6930000,13200,2,1,1,yes,no,yes,yes,no,1,no,furnished,Bengaluru,1,2025,Independent House,07-11-2024,154.7,6020000,525,0-5yrs,12.88805,77.67335,55.6,Moderate Growth,2.01,1.84,1.17,0.1,2.2,57,National Public School,Manipal Hospital,More Supermarket,MG Road Metro Station,Cubbon Park
6895000,7700,3,2,1,yes,no,no,no,no,2,no,unfurnished,Bengaluru,36,1990,Independent House,31-05-2026,145.4,6580118,895.45,31-45yrs,12.8981,77.5788,49.6,Moderate Growth,2.3,2.85,2.19,2.39,1.85,31.9,Vidyashilp Academy,Fortis Hospital Bannerghatta,Nilgiris,Indiranagar Metro Station,Lalbagh Botanical Garden
6860000,6000,3,1,1,yes,no,no,no,yes,1,no,furnished,Delhi NCR,26,2000,Independent House,11-06-2026,174,7703952,1143.33,16-30yrs,28.68309,77.16964,70.8,Stable,0.1,2.89,0.71,2.63,1.75,52.5,Amity International School,Max Super Speciality Hospital,DMart,Noida Sector 18 Metro,Deer Park
6790000,12090,4,2,2,yes,no,no,no,no,2,yes,furnished,Mumbai,26,2000,Independent House,25-04-2026,186.3,9860083,561.62,16-30yrs,18.9934,72.81167,83.6,Stable,0.1,0.63,1.16,2.02,2.12,64.6,Bombay Scottish School,Lilavati Hospital,Nature Basket,Andheri Metro Station,Hanging Gardens
6790000,4000,3,2,2,yes,no,yes,no,yes,0,yes,semi-furnished,Delhi NCR,7,2019,Independent House,18-08-2025,167.3,7706210,1697.5,6-15yrs,28.80893,77.14609,92.4,Stable,1.43,2.59,1.09,0.88,1.82,54.1,Modern School,Fortis Escorts,Spencers Retail,Hauz Khas Metro Station,Nehru Park
6755000,6000,4,2,4,yes,no,no,no,yes,0,no,unfurnished,Delhi NCR,16,2010,Independent House,25-11-2025,165.9,7921550,1125.83,16-30yrs,28.68432,77.07035,73,Stable,1.45,2.29,0.38,0.1,0.5,72.3,Amity International School,Max Super Speciality Hospital,DMart,Noida Sector 18 Metro,Deer Park
6720000,5020,3,1,4,yes,no,no,no,yes,0,yes,unfurnished,Delhi NCR,29,1997,Independent House,11-06-2026,168,7708468,1338.65,16-30yrs,28.71171,77.09336,86.3,Stable,2.12,3.39,1.09,0.69,1.91,45.9,DPS R.K. Puram,AIIMS Delhi,Reliance Fresh,Rajiv Chowk Metro Station,Lodhi Garden
6685000,6600,2,2,4,yes,no,yes,no,no,0,yes,furnished,Delhi NCR,1,2025,Villa,18-10-2024,163.1,6685000,1012.88,0-5yrs,28.80478,77.14672,80.4,Stable,1.64,2.77,0.65,1.6,2.68,45.1,Modern School,Fortis Escorts,Spencers Retail,Hauz Khas Metro Station,Nehru Park
6650000,4040,3,1,2,yes,no,yes,yes,no,1,no,furnished,Delhi NCR,1,2025,Independent House,12-06-2025,168.5,7710726,1646.04,0-5yrs,28.80933,77.11459,74.8,Stable,0.56,2.01,1.43,0.98,2.45,56.3,Amity International School,Max Super Speciality Hospital,DMart,Noida Sector 18 Metro,Deer Park
6650000,4260,4,2,2,yes,no,no,yes,no,0,no,semi-furnished,Delhi NCR,4,2022,Independent House,02-07-2026,171.9,7932050,1561.03,0-5yrs,28.68921,77.09729,76.7,Stable,1.76,2.21,0.56,2.16,1.85,49.8,DPS R.K. Puram,AIIMS Delhi,Reliance Fresh,Rajiv Chowk Metro Station,Lodhi Garden
6650000,6420,3,2,3,yes,no,no,no,yes,0,yes,furnished,Delhi NCR,8,2018,Villa,17-10-2025,168.6,7710726,1035.83,6-15yrs,28.72734,77.15344,91.2,Stable,0.85,2.52,0.1,0.61,0.17,75,Modern School,Fortis Escorts,Spencers Retail,Hauz Khas Metro Station,Nehru Park
6650000,6500,3,2,3,yes,no,no,no,yes,0,yes,furnished,Mumbai,16,2010,Villa,04-07-2025,189.2,8333182,1023.08,16-30yrs,19.12745,72.93392,93.1,Stable,1.18,2.04,0.31,1.38,1.91,59.9,St. Xaviers High School,Hinduja Hospital,DMart,Ghatkopar Metro Station,Joggers Park
6650000,5700,3,1,1,yes,yes,yes,no,yes,2,yes,furnished,Bengaluru,8,2018,Independent House,12-03-2026,155,6589918,1166.67,6-15yrs,12.9581,77.49765,87,Moderate Growth,1.04,2.51,0.94,1.28,2.06,54,National Public School,Manipal Hospital,More Supermarket,MG Road Metro Station,Cubbon Park
6650000,6000,3,2,3,yes,yes,no,no,yes,0,no,furnished,Delhi NCR,1,2025,Independent House,20-06-2026,173.8,7710726,1108.33,0-5yrs,28.57964,77.14163,64.5,Stable,1.93,1.57,1.27,1.52,3.13,44.6,Modern School,Fortis Escorts,Spencers Retail,Hauz Khas Metro Station,Nehru Park
